identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
99,683070000000000170263000000000,68307000000000017,0,68307000000170263000,RURAL,DOMINIO,ESCRITURA,300-15399,COMPRAVENTA,NOTARIA 2 DE GIRON,7553,Marisa Hoz Vicente,CC,920244157,ABIERTO,3152089069,NINGUNO,SOLTERO,17/07/1996
100,683070000000000170265000000000,68307000000000017,0,68307000000170265000,RURAL,DOMINIO,ESCRITURA,300-15400,COMPRAVENTA,NOTARIA 2 DE GIRON,5081,Inmaculada Prat Gisbert,CC,469581762,ABIERTO,3113969191,NINGUNO,SOLTERO,09/07/2008
101,683070000000000170264000000000,68307000000000017,0,68307000000170264000,RURAL,DOMINIO,ESCRITURA,300-15401,COMPRAVENTA,NOTARIA 2 DE GIRON,3752,Gabino del Elías,CC,461938590,ABIERTO,3183159625,NINGUNO,SOLTERO,18/06/1981
102,683070000000000170062000000000,68307000000000017,0,68307000000170062000,RURAL,DOMINIO,ESCRITURA,300-15402,COMPRAVENTA,NOTARIA 2 DE GIRON,2032,Eric del Collado,CC,642702647,ABIERTO,3129312777,NINGUNO,SOLTERO,03/01/1982
103,683070000000000170047000000000,68307000000000017,0,68307000000170047000,RURAL,DOMINIO,ESCRITURA,300-15403,COMPRAVENTA,NOTARIA 2 DE GIRON,1803,Filomena Casares,CC,542049283,ABIERTO,3181055310,NINGUNO,SOLTERO,28/05/1951
104,683070000000000170043000000000,68307000000000017,0,68307000000170043000,RURAL,DOMINIO,ESCRITURA,300-15404,COMPRAVENTA,NOTARIA 2 DE GIRON,6975,Sergio Arnaiz Bernad,CC,328264738,ABIERTO,3164537166,NINGUNO,SOLTERO,28/03/1978
105,683070000000000170059000000000,68307000000000017,0,68307000000170059000,RURAL,DOMINIO,ESCRITURA,300-15405,COMPRAVENTA,NOTARIA 2 DE GIRON,5662,Celestino Bravo Ramírez,CC,955302230,ABIERTO,3109000507,NINGUNO,SOLTERO,17/02/2003
106,683070000000000170069000000000,68307000000000017,0,68307000000170069000,RURAL,DOMINIO,ESCRITURA,300-15406,COMPRAVENTA,NOTARIA 2 DE GIRON,5811,Abril Cornejo Quevedo,CC,678850056,ABIERTO,3166809958,NINGUNO,SOLTERO,16/10/1961
107,683070000000000170058000000000,68307000000000017,0,68307000000170058000,RURAL,DOMINIO,ESCRITURA,300-15407,COMPRAVENTA,NOTARIA 2 DE GIRON,1500,Fátima Angelina Milla Escribano,CC,462384055,ABIERTO,3150428506,NINGUNO,SOLTERO,05/02/1962
108,683070000000000170070000000000,68307000000000017,0,68307000000170070000,RURAL,DOMINIO,ESCRITURA,300-15408,COMPRAVENTA,NOTARIA 2 DE GIRON,7784,Emma Alcaraz Sierra,CC,350108650,ABIERTO,3137821118,NINGUNO,SOLTERO,20/01/1954
109,683070000000000170044000000000,68307000000000017,0,68307000000170044000,RURAL,DOMINIO,ESCRITURA,300-15409,COMPRAVENTA,NOTARIA 2 DE GIRON,4889,Leocadio Pujadas Aranda,CC,421124141,ABIERTO,3181305833,NINGUNO,SOLTERO,25/06/1971
110,683070000000000170045000000000,68307000000000017,0,68307000000170045000,RURAL,DOMINIO,ESCRITURA,300-15410,COMPRAVENTA,NOTARIA 2 DE GIRON,5805,Daniela Fuertes Pujadas,CC,833977656,ABIERTO,3148877787,NINGUNO,SOLTERO,18/12/2018
111,683070000000000170057000000000,68307000000000017,0,68307000000170057000,RURAL,DOMINIO,ESCRITURA,300-15411,COMPRAVENTA,NOTARIA 2 DE GIRON,6478,Javi Mayoral Salvador,CC,804172075,ABIERTO,3118232187,NINGUNO,SOLTERO,11/03/2001
112,683070000000000170074000000000,68307000000000017,0,68307000000170074000,RURAL,DOMINIO,ESCRITURA,300-15412,COMPRAVENTA,NOTARIA 2 DE GIRON,6985,Marc Prats,CC,853345059,ABIERTO,3130689838,NINGUNO,SOLTERO,18/11/2018
113,683070000000000170076000000000,68307000000000017,0,68307000000170076000,RURAL,DOMINIO,CERTIFICADO,300-15413,COMPRAVENTA,NOTARIA 2 DE FLORIDABLANCA,3124,Pía Bastida,CC,952824197,ABIERTO,3181577896,NINGUNO,SOLTERO,18/11/1957
114,683070000000000170067000000000,68307000000000017,0,68307000000170067000,RURAL,DOMINIO,CERTIFICADO,300-15414,COMPRAVENTA,NOTARIA 2 DE FLORIDABLANCA,1260,Marcia Verónica Villena Blasco,CC,522261414,ABIERTO,3121760466,NINGUNO,SOLTERO,28/07/1962
115,683070000000000170068000000000,68307000000000017,0,68307000000170068000,RURAL,DOMINIO,CERTIFICADO,300-15415,COMPRAVENTA,NOTARIA 2 DE FLORIDABLANCA,7685,Inés Ferreras Manuel,CC,445062434,ABIERTO,3132918178,NINGUNO,SOLTERO,18/08/2007
116,683070000000000140009000000000,68307000000000014,0,68307000000140009000,RURAL,DOMINIO,CERTIFICADO,300-15416,COMPRAVENTA,NOTARIA 1 DE GIRON,5135,Josep de Ocaña,CC,176675732,ABIERTO,3125209592,NINGUNO,SOLTERO,20/06/1998
117,683070000000000140010000000000,68307000000000014,0,68307000000140010000,RURAL,DOMINIO,ESCRITURA,300-15417,COMPRAVENTA,NOTARIA 2 DE GIRON,3342,Ainoa Gema Bermejo Salom,CC,739213923,ABIERTO,3118780049,NINGUNO,SOLTERO,14/11/1966
118,683070000000000140006000000000,68307000000000014 ,0,68307000000140006000  ,RURAL,DOMINIO,ESCRITURA,300-15418,COMPRAVENTA,NOTARIA 2 DE GIRON,4847,Cloe Mateo Velázquez,CC,359867392,ABIERTO,3159092379,NINGUNO,SOLTERO,08/10/1985
119,683070000000000140007000000000  ,68307000000000014,0,68307000000140007000,RURAL,DOMINIO,ESCRITURA,300-15419,COMPRAVENTA,NOTARIA 2 DE GIRON,778,Adelardo Alegria Estrada,CC,752934367,ABIERTO,3159193583,NINGUNO,SOLTERO,25/01/1982
120,683070000000000150164000000000,68307000000000015,0,68307000000150164000,RURAL,DOMINIO,ESCRITURA,300-15420,COMPRAVENTA,NOTARIA 2 DE GIRON,5177,Olalla Zamorano,CC,493668357,ABIERTO,3166436291,NINGUNO,SOLTERO,27/07/1971
121,683070000000000150163000000000,68307000000000015,0,68307000000150163000,RURAL,DOMINIO,ESCRITURA,300-15421,COMPRAVENTA,NOTARIA 2 DE GIRON,368,Leticia Arregui Menendez,CC,750445883,ABIERTO,3146201043,NINGUNO,SOLTERO,15/04/2014
122,683070000000000150023000000000,68307000000000015,0,68307000000150023000,RURAL,DOMINIO,ESCRITURA,300-15422,COMPRAVENTA,NOTARIA 2 DE GIRON,212,Abigaíl Blazquez Martinez,CC,436897323,ABIERTO,3151833068,NINGUNO,SOLTERO,05/03/1974
123,683070000000000150022000000000,68307000000000015,0,68307000000150022000,RURAL,DOMINIO,ESCRITURA,300-15423,COMPRAVENTA,NOTARIA 2 DE GIRON,5499,Paulino del Losada,CC,686372852,ABIERTO,3163885517,NINGUNO,SOLTERO,15/11/1854
124,683070000000000150121000000000,68307000000000015,0,68307000000150121000,RURAL,DOMINIO,ESCRITURA,300-15424,COMPRAVENTA,NOTARIA 2 DE GIRON,1856,Adán Bayona Ferrándiz,CC,199403824,ABIERTO,3157602860,NINGUNO,SOLTERO,03/03/1999
125,683070000000000150149000000000,68307000000000015,0,68307000000150149000,RURAL,DOMINIO,ESCRITURA,300-15425,COMPRAVENTA,NOTARIA 2 DE GIRON,4744,Raquel Fuente Cuéllar,CC,583110648,ABIERTO,3178270084,NINGUNO,SOLTERO,22/06/1993
126,683070000000000150031000000000,68307000000000015,0,68307000000150031000,RURAL,DOMINIO,ESCRITURA,300-15426,COMPRAVENTA,NOTARIA 2 DE GIRON,5681,Leonor del Menéndez,CC,466123659,ABIERTO,3162146574,NINGUNO,SOLTERO,24/09/1975
127,683070000000000150032000000000,68307000000000015,0,68307000000150032000,RURAL,DOMINIO,ESCRITURA,300-15427,COMPRAVENTA,NOTARIA 2 DE GIRON,2676,Amando Tormo Castañeda,CC,860136343,ABIERTO,3181569487,NINGUNO,SOLTERO,24/11/2007
128,683070000000000150024000000000,68307000000000015,0,68307000000150024000,RURAL,DOMINIO,ESCRITURA,300-15428,COMPRAVENTA,NOTARIA 2 DE GIRON,5040,Arcelia Nebot,CC,384380821,ABIERTO,3119274466,NINGUNO,SOLTERO,04/11/1991
129,683070000000000150174000000000,68307000000000015,0,68307000000150174000,RURAL,DOMINIO,ESCRITURA,300-15429,COMPRAVENTA,NOTARIA 2 DE GIRON,1243,Eligio Antonio Naranjo Belmonte,CC,550801665,ABIERTO,3126467361,NINGUNO,SOLTERO,08/11/2009
130,683070000000000150028000000000,68307000000000015,0,68307000000150028000,RURAL,DOMINIO,ESCRITURA,300-15430,COMPRAVENTA,NOTARIA 2 DE GIRON,6703,María Manuela Cazorla-Pons,CC,142796568,ABIERTO,3175733735,NINGUNO,SOLTERO,06/06/1957
131,683070000000000150175000000000,68307000000000015,0,68307000000150175000,RURAL,DOMINIO,ESCRITURA,300-15431,COMPRAVENTA,NOTARIA 2 DE GIRON,3617,Buenaventura Zapata Ojeda,CC,68397566,ABIERTO,3177581889,NINGUNO,SOLTERO,05/05/1991
132,683070000000000150002000000000,68307000000000015,0,68307000000150002000,RURAL,DOMINIO,ESCRITURA,300-15432,COMPRAVENTA,NOTARIA 2 DE GIRON,6336,Ariel Luján,CE,630392336,CERRADO,3166655308,NINGUNO,SOLTERO,12/05/1986
133,683070000000000150002000000000,68307000000000015 ,0,68307000000150002000,RURAL,DOMINIO,ESCRITURA,300-15433,COMPRAVENTA,NOTARIA 2 DE GIRON,2559,Ariel Luján,CC,124823778,ABIERTO,3132162851,NINGUNO,SOLTERO,21/05/2019
134,683070000000000150125000000000,68307000000000015,0,68307000000150125000,RURAL,DOMINIO,ESCRITURA,300-15434,COMPRAVENTA,NOTARIA 2 DE GIRON,6355,Azahara Castañeda Barco,CC,231048807,ABIERTO,3167417086,NINGUNO,SOLTERO,20/08/1990
135,683070000000000110090000000000,68307000000000011,0,68307000000110090000,RURAL,DOMINIO,DESPACHO,300-15435,COMPRAVENTA,JUZGADO DE GIRON,3922,Eladio Torrent-Redondo,CC,474360073,ABIERTO,3154936448,NINGUNO,SOLTERO,25/05/2015
136,683070000000000110140000000000,68307000000000011,0,68307000000110140000,RURAL,DOMINIO,DESPACHO,300-15436,COMPRAVENTA,JUZGADO DE GIRON,5403,Juanito Fermín Quintana Elías,CC,661189950,ABIERTO,3177566468,NINGUNO,SOLTERO,08/09/2000
137,683070000000000110135000000000,68307000000000011,0,68307000000110135000,RURAL,DOMINIO,DESPACHO,300-15437,COMPRAVENTA,JUZGADO DE GIRON,3914,Virgilio Ariel Lobato Prada,CC,333092510,ABIERTO,3102421057,NINGUNO,SOLTERO,25/09/2007
138,683070000000000110141000000000,68307000000000011,0,68307000000110141000,RURAL,DOMINIO,SENTENCIA,300-15438,COMPRAVENTA,JUZGADO DE GIRON,5465,Elpidio Pombo Azcona,CC,169683006,ABIERTO,3185198751,NINGUNO,SOLTERO,15/09/1969
139,683070000000000110087000000000,68307000000000011,0,68307000000110087000,RURAL,DOMINIO,SENTENCIA,300-15439,COMPRAVENTA,JUZGADO DE GIRON,4217,Gonzalo Jeremías Prada Salazar,CC,296211608,ABIERTO,3141115708,NINGUNO,SOLTERO,20/01/1960
140,683070000000000110139000000000,68307000000000011,0,68307000000110139000,RURAL,DOMINIO,SENTENCIA,300-15440,COMPRAVENTA,JUZGADO DE GIRON,2611,Hortensia Vara Borrego,CC,452473136,ABIERTO,3169501471,NINGUNO,SOLTERO,19/07/2008
141,683070000000000110138000000000,68307000000000011,0,68307000000110138000,RURAL,DOMINIO,ESCRITURA,300-15441,COMPRAVENTA,NOTARIA 2 DE GIRON,1708,Eloísa Barranco Leal,CC,581901513,ABIERTO,3168982930,NINGUNO,SOLTERO,16/06/1958
142,683070000000000110144000000000,68307000000000011,0,68307000000110144000,RURAL,DOMINIO,ESCRITURA,300-15442,COMPRAVENTA,NOTARIA 2 DE GIRON,3891,Virgilio Calderón Alfonso,CC,101855710,ABIERTO,3186905140,NINGUNO,SOLTERO,17/08/2000
143,683070000000000110143000000000,68307000000000011,0,68307000000110143000,RURAL,DOMINIO,ESCRITURA,300-15443,COMPRAVENTA,NOTARIA 2 DE GIRON,5300,Petrona Haydée Valderrama Salamanca,CC,906261594,ABIERTO,3116085874,NINGUNO,SOLTERO,12/09/1994
144,683070000000000110053000000000,68307000000000011,0,68307000000110053000,RURAL,DOMINIO,ESCRITURA,300-15444,COMPRAVENTA,NOTARIA 2 DE GIRON,5618,Rico de Mendoza,CC,64582094,ABIERTO,3133320951,NINGUNO,SOLTERO,12/03/2012
145,683070000000000110096000000000,68307000000000011,0,68307000000110096000,RURAL,DOMINIO,ESCRITURA,300-15445,COMPRAVENTA,NOTARIA 2 DE GIRON,1287,Godofredo Durán Aguiló,CC,63241800,ABIERTO,3125734277,NINGUNO,SOLTERO,03/11/1969
146,683070000000000110181000000000,68307000000000011,0,68307000000110181000,RURAL,DOMINIO,ESCRITURA,300-15446,COMPRAVENTA,NOTARIA 2 DE GIRON,7242,Benigno Águila Dalmau,CC,554631294,ABIERTO,3180738062,NINGUNO,SOLTERO,25/05/2018
147,683070000000000110048000000000,68307000000000011,0,68307000000110048000,RURAL,DOMINIO,ESCRITURA,300-15447,COMPRAVENTA,NOTARIA 2 DE GIRON,3351,Mariana del Báez,CC,594346667,ABIERTO,3115603941,NINGUNO,SOLTERO,01/04/1999
148,683070000000000118004000000000,68307000000000011,0,68307000000118004000,RURAL,DOMINIO,ESCRITURA,300-15448,COMPRAVENTA,NOTARIA 2 DE GIRON,7107,Critina Cordoba Martinez,CC,119591678,ABIERTO,3172885063,NINGUNO,SOLTERO,04/02/1980
149,683070000000000118004000000000 ,68307000000000011,0,68307000000118004000,RURAL,DOMINIO,ESCRITURA,300-15449,COMPRAVENTA,NOTARIA 2 DE GIRON,239,Sucena  Valentina Cordoba Martinez ,CC,278497696,ABIERTO,3160987297,NINGUNO,SOLTERO,21/11/1969
150,683070000000000118004000000000 ,68307000000000011,0,68307000000118004000,RURAL,DOMINIO,ESCRITURA,300-15450,COMPRAVENTA,NOTARIA 2 DE GIRON,4068,Valentín Cardoba Martinez ,CC,468053887,ABIERTO,3143536296,NINGUNO,SOLTERO,24/03/1999
151,683070000000000110047000000000,68307000000000011,0,68307000000110047000,RURAL,DOMINIO,ESCRITURA,300-15451,COMPRAVENTA,NOTARIA 2 DE GIRON,6677,Rosalva Borrás,CC,402548904,ABIERTO,3107966373,NINGUNO,SOLTERO,25/09/2017
152,683070000000000110086000000000,68307000000000011,0,68307000000110086000,RURAL,DOMINIO,ESCRITURA,300-15452,COMPRAVENTA,NOTARIA 2 DE GIRON,7658,Andrés Felipe Rodriguez,CC,886235169,ABIERTO,3160289453,NINGUNO,SOLTERO,02/01/1990
153,683070000000000110120000000000,68307000000000011,0,68307000000110120000,RURAL,DOMINIO,ESCRITURA,300-15453,COMPRAVENTA,NOTARIA 2 DE GIRON,643,Rosendo Palacio Perez,CC,765421644,ABIERTO,3176520877,NINGUNO,SOLTERO,04/02/1998
154,683070000000000100054000000000,68307000000000010,0,68307000000100054000,RURAL,DOMINIO,ESCRITURA,300-15454,COMPRAVENTA,NOTARIA 2 DE GIRON,2548,Alberto Lucena Lucena,CC,598638129,ABIERTO,3116627762,NINGUNO,SOLTERO,13/12/1957
155,683070000000000100055000000000,68307000000000010,0,68307000000100055000,RURAL,DOMINIO,ESCRITURA,300-15455,COMPRAVENTA,NOTARIA 2 DE GIRON,2106,Manuela Bastida Barranco,CC,942243188,ABIERTO,3163426948,NINGUNO,SOLTERO,24/02/1996
156,683070000000000100056000000000,68307000000000010,0,68307000000100056000,RURAL,DOMINIO,ESCRITURA,300-15456,COMPRAVENTA,NOTARIA 2 DE GIRON,2490,Cipriano Duque Tur,CC,146653342,ABIERTO,3106168163,NINGUNO,SOLTERO,15/12/2003
157,683070000000000100009000000000,68307000000000010,0,68307000000100009000,RURAL,DOMINIO,ESCRITURA,300-15457,COMPRAVENTA,NOTARIA 2 DE GIRON,1706,Manola Ariza,CC,577564651,ABIERTO,3151375950,NINGUNO,SOLTERO,04/09/1993
158,683070000000000100047000000000,68307000000000010,0,68307000000100047000,RURAL,DOMINIO,ESCRITURA,300-15458,COMPRAVENTA,NOTARIA 2 DE GIRON,470,Bibiana del Guillén,CC,13073670,ABIERTO,3170386645,NINGUNO,SOLTERO,07/05/1970
159,683070000000000100052000000000,68307000000000010,0,68307000000100052000,RURAL,DOMINIO,ESCRITURA,300-15459,COMPRAVENTA,NOTARIA 2 DE GIRON,3257,Rosenda Pedrero,CC,527573572,ABIERTO,3132676717,NINGUNO,SOLTERO,17/08/1982
160,683070000000000100051000000000,68307000000000010,0,68307000000100051000,RURAL,DOMINIO,ESCRITURA,300-15460,COMPRAVENTA,NOTARIA 2 DE GIRON,7757,Imelda Talavera Santamaría,CC,884204257,ABIERTO,3111695237,NINGUNO,SOLTERO,16/10/2019
161,683070000000000100050000000000,68307000000000010,0,68307000000100050000,RURAL,DOMINIO,ESCRITURA,300-15461,COMPRAVENTA,NOTARIA 2 DE GIRON,3605,Quique Molina Boada,CC,911423878,ABIERTO,3124397771,NINGUNO,SOLTERO,20/03/1953
162,683070000000000100053000000000,68307000000000010,0,68307000000100053000,RURAL,DOMINIO,ESCRITURA,300-15462,COMPRAVENTA,NOTARIA 2 DE GIRON,6775,Leandro Campoy Codina,CC,579784222,ABIERTO,3104761225,NINGUNO,SOLTERO,06/02/1953
163,683070000000000100123000000000,68307000000000010,0,68307000000100123000,RURAL,DOMINIO,ESCRITURA,300-15463,COMPRAVENTA,NOTARIA 2 DE GIRON,2582,Ale Trujillo,CC,28664802,ABIERTO,3103287255,NINGUNO,SOLTERO,05/03/1954
164,683070000000000100042000000000,68307000000000010,0,68307000000100042000,RURAL,DOMINIO,ESCRITURA,300-15464,COMPRAVENTA,NOTARIA 2 DE GIRON,2672,Jennifer Pino Mate,CC,838075835,ABIERTO,3186645457,NINGUNO,SOLTERO,01/08/1984
165,683070000000000100038000000000,68307000000000010,0,68307000000100038000,RURAL,DOMINIO,ESCRITURA,300-15465,COMPRAVENTA,NOTARIA 2 DE GIRON,5845,Eutimio Quintana Gelabert,CC,135516924,ABIERTO,3107917647,NINGUNO,SOLTERO,08/09/2008
166,683070000000000100057000000000,68307000000000010,0,68307000000100057000,RURAL,DOMINIO,ESCRITURA,300-15466,COMPRAVENTA,NOTARIA 2 DE GIRON,933,Cosme Mosquera Sebastián,CC,140134951,ABIERTO,3188055143,NINGUNO,SOLTERO,10/06/1962
167,683070000000000100058000000000,68307000000000010,0,68307000000100058000,RURAL,DOMINIO,ESCRITURA,300-15467,COMPRAVENTA,NOTARIA 2 DE GIRON,966,Elvira Maldonado Martínez,CC,366030504,ABIERTO,3157520114,NINGUNO,SOLTERO,14/02/1979
168,683070000000000100059000000000,68307000000000010,0,68307000000100059000,RURAL,DOMINIO,ESCRITURA,300-15468,COMPRAVENTA,NOTARIA 2 DE GIRON,1305,Alma Chaparro Catalán,CC,662206786,ABIERTO,3177201004,NINGUNO,SOLTERO,10/09/1997
169,683070000000000100060000000000,68307000000000010,0,68307000000100060000,RURAL,DOMINIO,ESCRITURA,300-15469,COMPRAVENTA,NOTARIA 2 DE GIRON,460,Íngrid Manola Arnau Belmonte,CC,427767885,ABIERTO,3100007448,NINGUNO,SOLTERO,21/06/2021
170,683070000000000100061000000000,68307000000000010,0,68307000000100061000,RURAL,DOMINIO,ESCRITURA,300-15470,COMPRAVENTA,NOTARIA 2 DE GIRON,5758,Fidela del Plana,CC,769988485,ABIERTO,3129428435,NINGUNO,SOLTERO,03/12/1992
171,683070000000000100096000000000,68307000000000010,0,68307000000100096000,RURAL,DOMINIO,ESCRITURA,300-15471,COMPRAVENTA,NOTARIA 2 DE GIRON,2252,Gema Suárez Acedo,CC,743489555,ABIERTO,3124424285,NINGUNO,SOLTERO,16/03/1980
172,683070000000000100148000000000,68307000000000010,0,68307000000100148000,RURAL,DOMINIO,ESCRITURA,300-15472,COMPRAVENTA,NOTARIA 2 DE GIRON,388,Horacio Castrillo Lamas,CC,533822419,ABIERTO,3187962425,NINGUNO,SOLTERO,12/07/2009
173,683070000000000100040000000000,68307000000000010,0,68307000000100040000,RURAL,DOMINIO,ESCRITURA,300-15473,COMPRAVENTA,NOTARIA 2 DE GIRON,6549,Maribel Lluch Manjón,CC,642638815,ABIERTO,3130386192,NINGUNO,SOLTERO,27/07/2014
174,683070000000000100089000000000,68307000000000010,0,68307000000100089000,RURAL,DOMINIO,ESCRITURA,300-15474,COMPRAVENTA,NOTARIA 2 DE GIRON,4629,Felipa Martí Paredes,CC,837719418,ABIERTO,3184820959,NINGUNO,SOLTERO,16/07/1973
175,683070000000000100088000000000,68307000000000010,0,68307000000100088000,RURAL,DOMINIO,ESCRITURA,300-15475,COMPRAVENTA,NOTARIA 2 DE GIRON,5972,René Egea Amo,CC,987018292,ABIERTO,3127212333,NINGUNO,SOLTERO,28/08/2001
176,683070000000000100092000000000,68307000000000010,0,68307000000100092000,RURAL,DOMINIO,ESCRITURA,300-15476,COMPRAVENTA,NOTARIA 2 DE GIRON,4758,Clímaco de Gallardo,CC,335574214,ABIERTO,3129748475,NINGUNO,SOLTERO,24/09/2005
177,683070000000000100082000000000,68307000000000010,0,68307000000100082000,RURAL,DOMINIO,ESCRITURA,300-15477,COMPRAVENTA,NOTARIA 2 DE GIRON,1940,Tadeo Bonilla-Cortes,CC,260073773,ABIERTO,3178199791,NINGUNO,SOLTERO,14/01/1992
178,683070000000000100091000000000,68307000000000010,0,68307000000100091000,RURAL,DOMINIO,ESCRITURA,300-15478,COMPRAVENTA,NOTARIA 2 DE GIRON,229,Olalla Alba,CC,474516442,ABIERTO,3129594803,NINGUNO,SOLTERO,09/08/1950
179,683070000000000100087000000000,68307000000000010,0,68307000000100087000,RURAL,DOMINIO,ESCRITURA,300-15479,COMPRAVENTA,NOTARIA 2 DE GIRON,3954,Anastasia Blázquez Quero,CC,908542839,ABIERTO,3180889132,NINGUNO,SOLTERO,27/01/1982
180,683070000000000100090000000000,68307000000000010,0,68307000000100090000,RURAL,DOMINIO,ESCRITURA,300-15480,COMPRAVENTA,NOTARIA 2 DE GIRON,6011,Jorge Moles Guerrero,CC,668328464,ABIERTO,3155585403,NINGUNO,SOLTERO,06/06/2007
181,683070000000000100116000000000,68307000000000010,0,68307000000100116000,URBANO,DOMINIO,ESCRITURA,300-15481,COMPRAVENTA,NOTARIA 2 DE GIRON,1803,Raquel Alvarado Arnau,CC,433285795,ABIERTO,3165942048,NINGUNO,SOLTERO,18/07/1956
182,683070000000000100039000000000,68307000000000010,0,68307000000100039000,URBANO,DOMINIO,ESCRITURA,300-15482,COMPRAVENTA,NOTARIA 2 DE GIRON,4449,Jose Carlos del Adadia,CC,344346080,ABIERTO,3189158527,NINGUNO,SOLTERO,28/04/1972
183,683070000000000100062000000000,68307000000000010,0,68307000000100062000,URBANO,DOMINIO,ESCRITURA,300-15483,COMPRAVENTA,NOTARIA 2 DE GIRON,2406,Pascuala Casanova Gibert,CC,483132103,ABIERTO,3185061093,NINGUNO,SOLTERO,20/04/2000
184,683070000000000100025000000000,68307000000000010,0,68307000000100025000,URBANO,DOMINIO,ESCRITURA,300-15484,COMPRAVENTA,NOTARIA 2 DE GIRON,6682,María Fernanda del Rosales,CC,71721608,ABIERTO,3112275826,NINGUNO,SOLTERO,10/12/2013
185,683070000000000100023000000000,68307000000000010,0,68307000000100023000,URBANO,DOMINIO,ESCRITURA,300-15485,COMPRAVENTA,NOTARIA 2 DE GIRON,1450,Bernarda Olivera Bravo,CC,23454935,ABIERTO,3124655155,NINGUNO,SOLTERO,17/10/1973
186,683070000000000100121000000000,68307000000000010,0,68307000000100121000,URBANO,DOMINIO,ESCRITURA,300-15486,COMPRAVENTA,NOTARIA 2 DE GIRON,3211,Cecilio del Bernad,CC,306607320,ABIERTO,3109539227,NINGUNO,SOLTERO,22/09/1990
187,683070000000000100018000000000,68307000000000010,0,68307000000100018000,URBANO,DOMINIO,ESCRITURA,300-15487,COMPRAVENTA,NOTARIA 2 DE GIRON,6343,Dominga Salud Fabra Bello,CC,715231039,ABIERTO,3106591220,NINGUNO,SOLTERO,28/02/1952
188,683070000000000100094000000000,68307000000000010,0,68307000000100094000,URBANO,DOMINIO,ESCRITURA,300-15488,COMPRAVENTA,NOTARIA 2 DE GIRON,2932,Régulo Menéndez Jaén,CC,660203491,ABIERTO,3175624830,NINGUNO,SOLTERO,26/05/1976
189,683070000000000100095000000000,68307000000000010,0,68307000000100095000,URBANO,DOMINIO,ESCRITURA,300-15489,COMPRAVENTA,NOTARIA 2 DE GIRON,6491,David del Plaza,CC,847779596,ABIERTO,3108154218,NINGUNO,SOLTERO,04/09/1977
190,683070000000000100014000000000,68307000000000010,0,68307000000100014000,URBANO,DOMINIO,ESCRITURA,300-15490,COMPRAVENTA,NOTARIA 2 DE GIRON,5354,Ale Avilés Bas,CC,131117526,ABIERTO,3186654205,NINGUNO,SOLTERO,01/03/2000
191,683070000000000100117000000000,68307000000000010,0,68307000000100117000,RURAL,DOMINIO,ESCRITURA,300-15491,COMPRAVENTA,NOTARIA 2 DE GIRON,3747,Carmelo Clímaco Marco Tovar,CC,441829189,ABIERTO,3168168233,NINGUNO,SOLTERO,01/08/1965
192,683070000000000100013000000000,68307000000000010,0,68307000000100013000,RURAL,DOMINIO,ESCRITURA,300-15492,COMPRAVENTA,NOTARIA 2 DE GIRON,3256,Diego Lluch,CC,707975235,ABIERTO,3168384158,NINGUNO,SOLTERO,24/06/1997
193,683070000000000100086000000000,68307000000000010,0,68307000000100086000,RURAL,DOMINIO,ESCRITURA,300-15493,COMPRAVENTA,NOTARIA 2 DE GIRON,406,Perlita Crescencia Becerra Lobo,CC,438448272,ABIERTO,3165121706,NINGUNO,SOLTERO,17/02/1951
194,683070000000000100044000000000,68307000000000010,0,68307000000100044000,RURAL,DOMINIO,ESCRITURA,300-15494,COMPRAVENTA,NOTARIA 2 DE GIRON,3011,Ángel Figueroa Carbajo,CC,327926088,ABIERTO,3130474176,NINGUNO,SOLTERO,07/02/1992
195,683070000000000190070000000000,68307000000000019,0,68307000000190070000,RURAL,DOMINIO,ESCRITURA,300-15495,COMPRAVENTA,NOTARIA 2 DE GIRON,3348,Rosario Navarrete Fuertes,CC,818101954,ABIERTO,3125510455,NINGUNO,SOLTERO,15/10/1978
196,683070000000000190069000000000,68307000000000019,0,68307000000190069000,RURAL,DOMINIO,ESCRITURA,300-15496,COMPRAVENTA,NOTARIA 2 DE GIRON,3180,Natalio Núñez Cabrera,CC,974862236,ABIERTO,3137953720,NINGUNO,SOLTERO,08/06/2019
